a12p143_d8p199 3.36 1.31 22.63 76.04
a12p343_d7p81 3.18 .71 19.84 79.43
a12p543_d7p44 3.01 .71 17.64 81.64
a12p743_d7p09 2.85 .53 14.31 85.15
a12p943_d6p77 2.74 .24 13.35 86.39
a13p343_d6p18 2.56 .21 14.22 85.55
a13p743_d5p66 2.44 .18 11.41 88.40
a14p143_d5p19 2.35 .11 10.60 89.27

