#Lattice_param_density RunID Fraction-of-void_volume% Fraction-of-1st-largest-void% Surface2volume-of-1st-largest Sn% O%
a16p5_d3p44 run17 36.09834074074248824331 36.091970370372145 0.6505039230491448 77.70108998329222 22.298910016707772
a16p5_d3p44 run18 35.52257777778000389570 35.517718518520766 0.7120283668410906 73.32649655144678 26.673503448553216
a16p5_d3p44 run19 36.02628148148348053538 36.0246518518539 0.662127687771262 75.73552862382395 24.264471376176047
a16p5_d3p44 run2 34.83072592592905807385 34.82948148148464 0.8480979383379023 72.36908946822994 27.63091053177006
a16p5_d3p44 run20 35.14939259259480757993 35.14788148148373 0.7756562387630349 72.44081731840181 27.559182681598184
a16p5_d3p44 run3 36.63555555555801096363 36.626459259261765 0.6420144163946084 73.62546506821 26.374534931789995
a16p5_d3p44 run4 36.80260740740917271892 36.79659259259439 0.6179971433105856 74.60912211868563 25.39087788131437
a16p5_d3p44 run5 34.63614814815058574727 34.63351111111358 0.8888674884437596 72.59916386254716 27.40083613745284
a16p5_d3p44 run6 35.50385185185448312324 35.50106666666934 0.7270201757127479 73.38990207709168 26.61009792290833
a16p5_d3p44 run7 35.36204444444691543534 35.36050370370621 0.7907320591417237 68.74156715065348 31.258432849346516
a16p5_d3p44 run8 36.07733333333588223836 36.06219259259518 0.6950553157042634 72.57586309819918 27.424136901800814
a16p5_d3p44 run9 35.35152592592862620697 35.34983703703977 0.7827603567318757 72.13716591023702 27.862834089762984
a16p9_d3p20 run1 39.17413333333616664221 39.17300740741022 0.682261208576998 70.1631444389266 29.836855561073406
a16p9_d3p20 run10 39.97905185185425608907 39.976414814817176 0.5922565732447269 70.07693982724831 29.923060172751686
a16p9_d3p20 run11 39.48284444444702690387 39.480000000002526 0.6467571644042233 73.07015936984796 26.929840630152043
a16p9_d3p20 run12 39.66180740740916818167 39.66065185185358 0.6276826263765621 73.21965897693079 26.78034102306921
a16p9_d3p20 run13 39.38675555555843195509 39.38364444444728 0.639061089377069 70.94150479198032 29.058495208019682
a16p9_d3p20 run14 40.27028148148398460976 40.26764444444691 0.6067858488105932 73.52988909926968 26.470110900730322
a16p9_d3p20 run15 39.66311111111325094137 39.66082962963174 0.6335603199619376 71.32065167925731 28.679348320742697
a16p9_d3p20 run16 40.20352592592868087457 40.198103703706416 0.5878631003738856 68.04202137293969 31.957978627060314
a16p9_d3p20 run17 39.79090370370599080902 39.787733333335574 0.6068586142322098 72.34503605506592 27.65496394493408
a16p9_d3p20 run18 39.23629629629876368348 39.2349629629654 0.6555018101061726 70.73394832592157 29.26605167407843
a16p9_d3p20 run19 39.37469629629832864211 39.372977777779774 0.6418853840597158 68.54078826764436 31.459211732355637
a16p9_d3p20 run2 39.59265185185396389056 39.58343703703912 0.5998770563784321 73.27417436648065 26.72582563351935
a16p9_d3p20 run20 39.84645925926145199581 39.84417777777993 0.6004252344614668 71.13869224189703 28.861307758102967
a16p9_d3p20 run3 39.36251851852118850414 39.351970370372996 0.657623407037927 69.44643217555641 30.553567824443586
a16p9_d3p20 run4 40.18654814815032046773 40.1666666666688 0.5959814975426424 75.55656190562449 24.44343809437551
a16p9_d3p20 run5 39.77490370370588928936 39.77309629629845 0.6187080042437817 72.2936314313804 27.7063685686196
a16p9_d3p20 run6 39.58450370370626216709 39.58041481481733 0.5859154929577465 73.8898756660746 26.1101243339254
a16p9_d3p20 run7 38.47398518518777280683 38.47253333333588 0.7105826017557861 70.5229172887429 29.47708271125709
a16p9_d3p20 run8 39.12708148148389114362 39.12533333333569 0.6548907245404945 74.52847565018787 25.471524349812128
a16p9_d3p20 run9 39.88702222222433907930 39.88234074074282 0.6162971663485538 72.16539796159367 27.834602038406338
a17p3_d2p98 run1 43.12865185185408103056 43.12429629629843 0.5166825058433719 73.1223221392403 26.877677860759707
a17p3_d2p98 run10 43.15605925926158128069 43.152414814817085 0.5776669245338384 70.00946873626188 29.99053126373812
a17p3_d2p98 run11 43.13967407407720755312 43.12056296296602 0.571284259776165 71.11171265670733 28.888287343292674
a17p3_d2p98 run12 43.98411851852045139119 43.981540740742595 0.5002880400751409 72.2616404280539 27.73835957194611
a17p3_d2p98 run13 43.45229629629896468804 43.45122962963225 0.5390695866269276 72.12090595268165 27.879094047318347
a17p3_d2p98 run14 43.75066666666926876253 43.738222222224714 0.4894378535315613 72.13530726444739 27.864692735552605
a17p3_d2p98 run15 43.67822222222517884267 43.663200000002895 0.547216249125625 71.26973761323488 28.730262386765123
a17p3_d2p98 run16 43.40133333333591360799 43.398577777780304 0.5829764596355899 73.80696330151902 26.193036698480977
a17p3_d2p98 run17 43.92121481481710106573 43.91727407407631 0.5010541110330288 73.51190476190476 26.488095238095237
a17p3_d2p98 run18 43.43229629629878507606 43.42962962963202 0.5067323814846807 76.45174344101976 23.54825655898024
a17p3_d2p98 run19 43.94423703703925804669 43.942577777779924 0.5043001559120857 74.57706452691407 25.422935473085925
a17p3_d2p98 run2 43.35277037037259986345 43.34802962963179 0.5283914928763164 70.02161577951905 29.97838422048095
a17p3_d2p98 run20 42.77460740741036198490 42.77265185185474 0.5968526621911777 69.15731962623185 30.842680373768147
a17p3_d2p98 run3 43.26785185185349580368 43.264859259260824 0.4966697900574873 76.45814649994078 23.541853500059222
a17p3_d2p98 run4 43.60482962963218275451 43.57863703703952 0.5449780752964376 67.82937274330338 32.17062725669662
a17p3_d2p98 run5 42.77745185185457166209 42.77656296296563 0.5885947597544818 72.48046841755885 27.51953158244115
a17p3_d2p98 run6 43.95822222222450860906 43.955644444446655 0.48771134739410843 75.27826596367898 24.72173403632103
a17p3_d2p98 run7 43.06699259259449617138 43.06521481481663 0.5304819495990242 70.44988214546133 29.550117854538673
a17p3_d2p98 run8 43.67339259259475871829 43.656533333335425 0.5262996001230391 72.1584038694075 27.841596130592503
a17p3_d2p98 run9 43.15819259259436095904 43.156266666668365 0.538281432919691 72.6010485371216 27.398951462878404
a17p7_d2p78 run1 47.48260740741001279524 47.480177777780355 0.45092177379172893 73.95260989010988 26.04739010989011
a17p7_d2p78 run10 47.23925925926177443567 47.237985185187625 0.437605567191406 77.04671491681549 22.95328508318451
a17p7_d2p78 run11 47.07354074074346868265 47.066103703706375 0.4371497016814319 75.88023462439654 24.119765375603468
a17p7_d2p78 run12 47.74805925926124073561 47.744325925927825 0.3971461510016749 71.72549080661986 28.274509193380144
a17p7_d2p78 run13 47.08480000000297139629 47.083881481484404 0.4692752888007563 71.09116303887258 28.908836961127413
a17p7_d2p78 run14 46.92302222222460389365 46.918400000002315 0.4869266537374115 69.29725312716073 30.702746872839274
a17p7_d2p78 run15 47.70287407407622866394 47.70044444444651 0.3820791311093871 73.42595191318178 26.574048086818223
a17p7_d2p78 run16 47.06509629629845077115 47.063022222224305 0.4532618613138686 73.54616942129303 26.453830578706974
a17p7_d2p78 run17 47.70056296296545117230 47.699644444446896 0.4506953366240674 75.55583176669826 24.444168233301742
a17p7_d2p78 run18 47.87262222222458963809 47.870992592594895 0.4131455399061033 74.0661967895178 25.933803210482193
a17p7_d2p78 run19 46.96764444444674316979 46.9657481481504 0.4640622124056691 69.25385800044002 30.746141999559985
a17p7_d2p78 run2 47.46877037037332380240 47.4662222222251 0.45053527374782154 74.98166612055111 25.018333879448893
a17p7_d2p78 run20 46.81102222222511602506 46.80669629629913 0.5101071284353548 71.52137666341586 28.47862333658414
a17p7_d2p78 run3 47.19706666666939823756 47.196088888891566 0.44590215938186845 69.527675045446 30.472324954554
a17p7_d2p78 run4 47.34619259259426021344 47.344948148149726 0.40835558694356777 75.14338546400477 24.856614535995234
a17p7_d2p78 run5 47.03200000000289384269 47.0288000000028 0.4618689827899175 74.47738203765994 25.52261796234007
a17p7_d2p78 run6 47.09010370370574998203 47.086340740742735 0.44864127345082433 71.18862237850057 28.811377621499435
a17p7_d2p78 run7 47.01416296296516251240 47.012355555557704 0.45189125025680826 72.49500809710234 27.50499190289766
a17p7_d2p78 run8 47.65765925926152204202 47.641748148150356 0.40949346225689487 73.92226258594614 26.077737414053853
a17p7_d2p78 run9 47.62026666666832351684 47.61345185185343 0.41129351701069494 77.70379841576748 22.29620158423252
a18p1_d2p60 run1 50.44074074074287546766 50.43908148148358 0.42035027443750783 72.9760025959085 27.023997404091507
a18p1_d2p60 run10 50.63013333333545238143 50.62820740740946 0.37797721781152915 70.2802664151833 29.71973358481669
a18p1_d2p60 run11 50.83232592592876625393 50.81419259259535 0.36993893468227895 77.15336520779698 22.846634792203016
a18p1_d2p60 run12 50.71774814815072505940 50.70844444444694 0.40585825989822516 73.29684235307967 26.70315764692034
a18p1_d2p60 run13 50.38740740741005369799 50.374874074076665 0.4142047711639382 72.26197516262566 27.738024837374336
a18p1_d2p60 run14 51.03487407407661446431 51.023318518521016 0.38205704337968865 76.26510435737825 23.73489564262175
a18p1_d2p60 run15 50.12109629629900357499 50.118192592595264 0.43077934192673 76.78515862314224 23.214841376857766
a18p1_d2p60 run16 49.89087407407614602699 49.887644444446444 0.40641240569991616 72.3440712816998 27.655928718300206
a18p1_d2p60 run17 50.21398518518697521055 50.21274074074246 0.3980562405454131 74.27296712418106 25.72703287581893
a18p1_d2p60 run18 50.86500740741007040104 50.86275555555815 0.3652781122080424 79.57671957671958 20.423280423280424
a18p1_d2p60 run19 50.16361481481826941054 50.16192592592935 0.42311013754028265 74.48235032931251 25.517649670687486
a18p1_d2p60 run2 50.90690370370633357952 50.90450370370623 0.3544382000079716 72.84257610758796 27.157423892412048
a18p1_d2p60 run20 50.34219259259541509749 50.341659259262045 0.41862268421493837 71.55013221846332 28.44986778153669
a18p1_d2p60 run3 50.80500740740981239989 50.8032888888912 0.39984791187109503 70.3645519813246 29.635448018675397
a18p1_d2p60 run4 49.72438518518788603941 49.72376296296564 0.41540964211771664 73.61523650312701 26.384763496872996
a18p1_d2p60 run5 50.80675555555770452478 50.78429629629834 0.36548590728157293 74.4869114572598 25.513088542740203
a18p1_d2p60 run6 50.31979259259543534201 50.316474074076844 0.4232508254295388 76.38340943008703 23.61659056991297
a18p1_d2p60 run7 50.02165925926218361926 50.0195259259288 0.4413344460850399 72.73550590156633 27.264494098433673
a18p1_d2p60 run8 50.47534814815098484896 50.470488888891666 0.4058401129005479 68.10552266788704 31.894477332112963
a18p1_d2p60 run9 49.90189629629879284714 49.89988148148391 0.44841910419491615 74.33538895906085 25.66461104093915
