#Lattice_param_density RunID Fraction-of-void_volume% Fraction-of-1st-largest-void% Surface2volume-of-1st-largest Sn% O%
a14p9_d4p67 run10 15.74882962963008562876 15.745007407407844 2.4585128561501044 65.29496865455714 34.705031345442855
a14p9_d4p67 run11 16.56850370370456791073 16.564859259260107 2.235448742020278 68.05555555555556 31.944444444444443
a14p9_d4p67 run12 15.36536296296355304066 15.360266666667245 2.9801612903225805 69.98014345341817 30.01985654658184
a14p9_d4p67 run13 15.45422222222254704437 15.450874074074392 2.8275220827522083 70.9218996720515 29.0781003279485
a14p9_d4p67 run14 16.00731851851914040885 16.004088888889495 2.80557219892151 71.18397229001023 28.816027709989765
a14p9_d4p67 run15 15.24817777777807710333 15.233511111111403 2.9756336876533114 72.18954382789684 27.810456172103162
a14p9_d4p67 run16 15.27567407407441359046 15.268977777778106 2.8144169391250196 70.37142857142857 29.62857142857143
a14p9_d4p67 run17 16.37691851851894687963 16.371644444444858 2.2660492260847502 71.10282406867887 28.897175931321136
a14p9_d4p67 run18 14.88903703703725134682 14.878992592592791 2.942810188989318 70.59853284428142 29.401467155718574
a14p9_d4p67 run19 15.75416296296332020926 15.733748148148491 2.380718954248366 70.08216529724504 29.917834702754956
a14p9_d4p67 run2 15.66358518518564589968 15.651674074074515 2.639877031181379 70.55984555984556 29.44015444015444
a14p9_d4p67 run20 15.68011851851898930725 15.670014814815271 2.9395613066119615 69.34107750851192 30.658922491488084
a14p9_d4p67 run3 16.38832592592651876006 16.384918518519093 2.3681254082299152 71.31831051468022 28.681689485319783
a14p9_d4p67 run4 14.99555555555604772087 14.986133333333818 3.3407380867072733 70.45810978126289 29.5418902187371
a14p9_d4p67 run5 15.62091851851883816514 15.613333333333635 2.1790947996368826 69.37668271191971 30.62331728808028
a14p9_d4p67 run6 15.06275555555594492799 15.059170370370754 3.0341495918707313 69.96324895734402 30.036751042655986
a14p9_d4p67 run7 16.31650370370409635751 16.295318518518897 2.3111833550065017 70.65153359776932 29.348466402230688
a14p9_d4p67 run8 15.46660740740787970633 15.453688888889356 2.4093624114460344 69.69524119947849 30.304758800521512
a14p9_d4p67 run9 15.21294814814845917924 15.209955555555855 2.8118161925601752 68.05806134164344 31.94193865835657
a15p1_d4p48 run1 17.99608888888977717035 17.99173333333425 2.4289377289377287 66.13609657087918 33.86390342912082
a15p1_d4p48 run10 18.58660740740829231512 18.583940740741657 2.0172922817376633 64.91123846798993 35.08876153201006
a15p1_d4p48 run11 17.93647407407488726229 17.9332444444453 2.381107099879663 71.16062213047657 28.839377869523435
a15p1_d4p48 run12 18.76882962963056619380 18.764296296297292 1.8073886343698216 70.79962501302037 29.200374986979618
a15p1_d4p48 run13 18.21042962963052546613 18.201600000000948 2.0534069981583793 68.76818278578017 31.231817214219827
a15p1_d4p48 run14 17.43804444444518582321 17.434222222222996 2.320271745723644 68.44605210274398 31.55394789725602
a15p1_d4p48 run15 19.51463703703824358983 19.498637037038275 1.705629290617849 71.47738421462161 28.522615785378395
a15p1_d4p48 run16 18.17173333333416225461 18.16408888888976 2.086460390607856 67.65375044436544 32.34624955563456
a15p1_d4p48 run17 18.69508148148249495215 18.68242962963069 1.8694168423165713 70.00839513082413 29.991604869175877
a15p1_d4p48 run18 18.57979259259342274459 18.560237037037915 2.2269814502529512 70.00766443701227 29.992335562987737
a15p1_d4p48 run19 18.27478518518603584829 18.268177777778682 2.2694659130234167 69.72444695339237 30.275553046607627
a15p1_d4p48 run2 18.22761481481591149309 18.21762962963078 2.4294153104279688 71.72285302492354 28.27714697507646
a15p1_d4p48 run20 17.65517037037111973480 17.65105185185265 1.9748585111014367 68.78864376394834 31.21135623605166
a15p1_d4p48 run3 18.04951111111203360715 18.04672592592689 2.415080615832222 68.46047353661567 31.53952646338433
a15p1_d4p48 run4 18.26450370370467581612 18.258133333334335 2.251925951477521 68.24482002687222 31.755179973127785
a15p1_d4p48 run5 17.88871111111212362751 17.879318518519565 2.2122505479294037 67.74158796279671 32.25841203720329
a15p1_d4p48 run6 18.22826666666746558150 18.2258666666675 2.093576180608572 71.81032963158823 28.189670368411775
a15p1_d4p48 run7 18.81182222222333327564 18.806755555556716 2.0147258485639687 73.40469756807316 26.595302431926836
a15p1_d4p48 run8 17.12441481481550183251 17.12177777777851 2.574877952236443 68.27710932309736 31.722890676902637
a15p1_d4p48 run9 18.56509629629731222606 18.56325925926031 1.9602490918526208 69.49723020826029 30.50276979173971
a15p3_d4p31 run1 21.04397037037205266540 21.042014814816483 1.9142545057345712 72.58245877061469 27.417541229385307
a15p3_d4p31 run10 22.22610370370528804538 22.22180740740897 1.381742140178829 73.30003027550711 26.699969724492885
a15p3_d4p31 run11 19.65742222222327936543 19.651318518519556 2.0882502284959887 69.29957250904307 30.700427490956923
a15p3_d4p31 run12 21.21128888889026402394 21.20865185185321 1.5989921976592978 68.869222590531 31.130777409469008
a15p3_d4p31 run13 20.34118518518663866815 20.338725925927363 1.7122736418511066 69.17494516836537 30.825054831634628
a15p3_d4p31 run14 20.85357037037164506096 20.83780740740866 1.7757437070938216 70.47688502758577 29.52311497241423
a15p3_d4p31 run15 20.47143703703846257388 20.468740740742156 2.003832886163281 70.74773510271788 29.252264897282124
a15p3_d4p31 run16 20.75872592592740166381 20.756592592594053 1.6770682765070997 72.91408607273304 27.08591392726695
a15p3_d4p31 run17 20.57407407407566711483 20.57223703703862 1.9392466585662211 69.98759818106656 30.012401818933444
a15p3_d4p31 run18 20.23502222222371481486 20.223644444445924 1.9803395032128128 71.28974127944394 28.710258720556055
a15p3_d4p31 run19 21.09576296296460615895 21.093362962964594 1.6267978178211275 68.86937914975299 31.13062085024702
a15p3_d4p31 run2 20.39931851852004737591 20.393511111112623 1.7976790212306586 69.32698800604521 30.67301199395479
a15p3_d4p31 run20 21.16462222222365599979 21.14968888889031 1.4871494414498867 73.34631572334946 26.653684276650544
a15p3_d4p31 run3 20.81543703703855743690 20.810666666668176 1.9575520104487358 71.86612831997981 28.13387168002019
a15p3_d4p31 run4 20.38080000000147581175 20.373718518519976 1.8675600739371534 69.56844039062752 30.43155960937248
a15p3_d4p31 run5 20.15324444444587562761 20.15134814814957 1.9712202609363008 68.48443755650264 31.515562443497352
a15p3_d4p31 run6 19.79659259259390099455 19.79336296296425 2.162501296277092 69.72061909758656 30.279380902413433
a15p3_d4p31 run7 19.23937777777877636930 19.236651851852837 2.042211774325429 67.50209978162272 32.49790021837729
a15p3_d4p31 run8 20.66497777777927307845 20.662844444445923 1.6857460643394935 71.57784078238986 28.422159217610144
a15p3_d4p31 run9 21.96731851852025647441 21.95825185185357 1.419271219078655 72.57002908311648 27.429970916883516
a15p5_d4p15 run1 23.34367407407578664697 23.341600000001677 1.4478211817797209 71.40141149359067 28.59858850640933
a15p5_d4p15 run10 23.42663703703881574972 23.42334814814989 1.5475113122171946 72.13946026471093 27.860539735289063
a15p5_d4p15 run11 22.99413333333490248732 22.989837037038573 1.5058737686975556 70.72765920274874 29.27234079725126
a15p5_d4p15 run12 22.68509629629796649994 22.681659259260904 1.694234404536862 70.51102145822371 29.488978541776298
a15p5_d4p15 run13 23.24755555555740727065 23.241362962964782 1.465636350687273 67.14904679376083 32.85095320623917
a15p5_d4p15 run14 23.92820740740896512369 23.91591111111265 1.3321237711948275 72.52744143940251 27.472558560597488
a15p5_d4p15 run15 23.87860740740895975294 23.875792592594117 1.396914540902632 69.58276874435411 30.41723125564589
a15p5_d4p15 run16 23.71706666666820180591 23.703466666668163 1.3672864457019671 71.68753557199773 28.312464428002276
a15p5_d4p15 run17 23.18631111111321405793 23.184148148150225 1.5731987831119685 71.94267424089507 28.057325759104934
a15p5_d4p15 run18 24.40583703703871370548 24.40462222222388 1.249592374263138 74.542818911686 25.457181088314005
a15p5_d4p15 run19 23.44420740740917189755 23.437185185186923 1.5011456394099958 69.52563625432997 30.474363745670036
a15p5_d4p15 run2 24.38512592592803732670 24.37608888889097 1.1687720150613385 74.51205510907003 25.487944890929967
a15p5_d4p15 run20 23.88100740740921486354 23.8733333333351 1.1988607911867801 72.42164593355916 27.57835406644083
a15p5_d4p15 run3 22.35789629629808734181 22.354874074075838 1.7877665267144152 69.63647639016035 30.36352360983965
a15p5_d4p15 run4 24.04094814815024940418 24.033007407409464 1.3199475925319357 68.4136217315186 31.58637826848139
a15p5_d4p15 run5 25.15745185185399348796 25.149511111113213 1.2191946715107478 71.40245566166439 28.597544338335606
a15p5_d4p15 run6 24.27481481481650699875 24.27096296296462 1.1380743060155356 70.92404314642184 29.075956853578166
a15p5_d4p15 run7 23.69321481481630022490 23.69037037037183 1.3275496688741721 72.32971035110681 27.67028964889319
a15p5_d4p15 run8 22.92325925926098217582 22.918222222223914 1.7026390197926484 71.06364428945074 28.936355710549257
a15p5_d4p15 run9 24.43330370370556208250 24.424325925927747 1.1958775535243236 75.46584718536108 24.534152814638915
a15p7_d3p99 run1 25.20912592592809932565 25.20527407407621 1.2742261722341404 70.71205260888314 29.287947391116862
a15p7_d3p99 run10 24.50554074074286286525 24.500029629631726 1.6871057649992665 71.05852167267169 28.941478327328312
a15p7_d3p99 run11 25.34631111111353469941 25.342548148150545 1.301282841988405 70.77962104360411 29.220378956395894
a15p7_d3p99 run12 25.88951111111353733961 25.88228148148389 1.324703146039907 71.16452963323768 28.83547036676233
a15p7_d3p99 run13 26.70400000000218111498 26.69994074074298 1.1149005720512122 73.0157912362503 26.98420876374971
a15p7_d3p99 run14 25.81940740740972433288 25.817925925928215 1.289833172147002 69.42164031359712 30.578359686402873
a15p7_d3p99 run15 25.66844444444692405381 25.666459259261718 1.2846498667312818 71.79371602810552 28.20628397189447
a15p7_d3p99 run16 25.66352592592815363768 25.659318518520724 1.2990927357973574 68.75099316701096 31.249006832989036
a15p7_d3p99 run17 25.25040000000219130093 25.2391407407429 1.4147271786914921 71.07975690075233 28.920243099247678
a15p7_d3p99 run18 25.84983703703865981305 25.845333333334924 1.2109502685033855 72.07613918369502 27.92386081630498
a15p7_d3p99 run19 25.67333333333578480576 25.671318518520945 1.3528205765407555 69.88724881835705 30.112751181642945
a15p7_d3p99 run2 26.00651851852077574305 26.004029629631855 1.1898683226956472 70.51255120260477 29.48744879739523
a15p7_d3p99 run20 26.05706666666918708678 26.05496296296546 1.4183480453972257 70.56446356407248 29.43553643592752
a15p7_d3p99 run3 25.53914074074268984068 25.535762962964892 1.2646632874728458 70.94324540367705 29.056754596322943
a15p7_d3p99 run4 25.52989629629870908884 25.52367407407646 1.3100288999569576 71.15097955706985 28.849020442930154
a15p7_d3p99 run5 26.45360000000181673794 26.45125925926105 1.133681230222617 70.50007805588801 29.499921944111986
a15p7_d3p99 run6 25.54758518518733210944 25.543318518520632 1.1937880205896116 70.25729902679643 29.742700973203572
a15p7_d3p99 run7 26.68562962963142667620 26.679881481483353 1.1369802580787471 73.26331544178365 26.73668455821635
a15p7_d3p99 run8 25.31152592592845851929 25.309866666669173 1.3795583274995227 68.81786573950254 31.18213426049746
a15p7_d3p99 run9 26.06278518518767067335 26.053659259261714 1.1259794045220506 72.07992207860583 27.92007792139416
a15p9_d3p84 run1 28.69602962963186861438 28.69111111111343 1.0067626739320814 69.23412611826315 30.765873881736855
a15p9_d3p84 run10 29.11988148148370305191 29.112059259261603 0.9064177255837423 77.60960585206217 22.390394147937823
a15p9_d3p84 run11 28.00805925926143604999 28.00020740740969 1.1609201508792435 72.10325752919483 27.89674247080516
a15p9_d3p84 run12 29.08364444444664611278 29.077185185187478 0.9957420342550952 71.787126932758 28.212873067242
a15p9_d3p84 run13 29.30696296296502780445 29.304355555557667 0.9141384187234819 73.24816474401754 26.751835255982456
a15p9_d3p84 run14 28.59964444444664113726 28.597866666668914 1.1188524590163935 73.0536750483559 26.9463249516441
a15p9_d3p84 run15 29.36189629629822928646 29.351911111113118 0.9119683031241461 71.61470118857633 28.38529881142367
a15p9_d3p84 run16 28.48826666666902257618 28.486429629632052 1.0357867643419294 74.77205864475188 25.22794135524812
a15p9_d3p84 run17 29.09487407407621354839 29.08761481481705 0.9262325409305338 74.57562006290667 25.424379937093327
a15p9_d3p84 run18 29.66962962963126408850 29.66521481481652 0.8207877556314583 75.8031961627051 24.196803837294897
a15p9_d3p84 run19 28.51635555555716016129 28.512325925927623 0.9722596153846154 72.21802403529728 27.781975964702728
a15p9_d3p84 run2 29.12533333333550266078 29.115851851854096 0.9141741327819894 69.91022994575393 30.089770054246074
a15p9_d3p84 run20 28.56761481481727023476 28.554814814817355 1.1044166453918816 70.82130292369283 29.17869707630717
a15p9_d3p84 run3 27.51721481481726525924 27.502637037039587 1.2080281922801608 67.60598503740648 32.394014962593516
a15p9_d3p84 run4 28.55327407407661159012 28.55072592592855 1.025838399686213 74.91710835208984 25.082891647910163
a15p9_d3p84 run5 29.18989629629873430191 29.18474074074326 0.9772083805209513 75.40870146297225 24.591298537027757
a15p9_d3p84 run6 28.35392592592809774113 28.349422222224476 1.0615314952706782 69.34716290420988 30.652837095790115
a15p9_d3p84 run7 28.46888888889114528796 28.462488888891215 1.1122391426959954 70.96735040660275 29.032649593397256
a15p9_d3p84 run8 28.49137777777987744792 28.489718518520707 1.105354322685822 70.3649034506122 29.635096549387793
a15p9_d3p84 run9 28.15582222222450598667 28.149066666669036 1.0984104120582334 75.0140962467211 24.985903753278908
a16p1_d3p70 run1 30.09899259259437356387 30.09407407407587 1.0118488917801218 72.06503914820888 27.934960851791118
a16p1_d3p70 run10 30.50482962963216938786 30.50382222222478 1.0330923248053392 71.96461952309306 28.035380476906944
a16p1_d3p70 run11 30.81768888889133494301 30.81478518518763 0.9185020101380877 72.76723686308453 27.232763136915473
a16p1_d3p70 run12 31.23845925926093851852 31.236711111112808 0.8438214865033482 69.99616521170287 30.00383478829713
a16p1_d3p70 run13 30.33872592592881947352 30.337540740743655 1.0042320253921524 73.06173972917145 26.93826027082855
a16p1_d3p70 run14 30.83238518518725893789 30.827674074076164 0.9691854233654876 75.69283802784959 24.307161972150407
a16p1_d3p70 run15 29.84112592592808156433 29.838696296298465 1.0405648753672638 70.65954482117975 29.34045517882025
a16p1_d3p70 run16 30.48506666666875044238 30.478577777779886 0.9597146830559419 68.49418551414706 31.505814485852945
a16p1_d3p70 run17 30.14133333333554818347 30.139496296298546 1.0164041383167117 72.09947305167792 27.900526948322085
a16p1_d3p70 run18 30.60177777778019007064 30.59851851852094 1.0030159020288796 74.16160970935803 25.838390290641968
a16p1_d3p70 run19 30.87922962963162296542 30.87371851852053 0.9078404998481364 71.03252217420969 28.96747782579031
a16p1_d3p70 run2 30.34835555555722215964 30.345688888890567 0.961775696726847 70.26599040690336 29.734009593096644
a16p1_d3p70 run20 30.90711111111341390452 30.90385185185418 0.898333548637127 68.54712487240558 31.45287512759442
a16p1_d3p70 run3 30.54666666666899244343 30.544888888891233 0.9350718467269824 74.25513384671801 25.744866153281993
a16p1_d3p70 run4 30.46050370370593054709 30.454874074076326 1.0275676428273077 69.69877311847647 30.30122688152353
a16p1_d3p70 run5 30.90485925926135553660 30.903792592594705 0.9599680808618167 72.34624867114519 27.65375132885481
a16p1_d3p70 run6 31.06491851852072480503 31.060681481483716 0.9001932574618854 76.59223432626678 23.40776567373322
a16p1_d3p70 run7 30.28560000000225954456 30.28397037037265 0.9196527439429508 72.02814951545916 27.97185048454084
a16p1_d3p70 run8 30.63469629629857883169 30.6330074074097 1.0290872154762454 69.5526531355238 30.4473468644762
a16p1_d3p70 run9 30.77878518518722780019 30.77282962963169 0.9169433764418036 74.52991452991454 25.47008547008547
a16p3_d3p57 run1 32.69884444444691874173 32.696177777780285 0.935674461179995 68.31821503804652 31.681784961953486
a16p3_d3p57 run10 32.05072592592806737498 32.047614814817 0.970724787206603 70.84396745413694 29.156032545863056
a16p3_d3p57 run11 32.85271111111334834383 32.84995555555783 0.836549465293398 69.79372582724538 30.20627417275462
a16p3_d3p57 run12 32.93149629629901030930 32.92921481481758 0.8947347104090725 72.24086701866142 27.759132981338578
a16p3_d3p57 run13 32.81321481481762845994 32.81025185185474 0.9275745313403254 70.75103894434686 29.248961055653144
a16p3_d3p57 run14 32.52936296296491113426 32.52308148148348 0.8694842522872642 71.9770463404071 28.022953659592897
a16p3_d3p57 run15 33.64515555555731609350 33.63682962963144 0.7619296347423796 70.76336686077289 29.236633139227106
a16p3_d3p57 run16 33.02640000000200889130 33.02488888889094 0.8924522973899713 70.45958390177353 29.540416098226466
a16p3_d3p57 run17 33.34127407407614667862 33.34053333333543 0.8550411077455647 73.76847551795068 26.231524482049323
a16p3_d3p57 run18 33.52305185185424131218 33.51078518518763 0.7885293782953382 73.29855146232318 26.701448537676825
a16p3_d3p57 run19 32.46414814814989192395 32.46213333333513 0.9346998535871157 72.25021081536899 27.74978918463102
a16p3_d3p57 run2 33.48571851852050697027 33.47505185185391 0.7763326547538264 76.88193722277637 23.118062777223624
a16p3_d3p57 run20 33.39786666666843387526 33.39685925926108 0.8082758620689655 71.59293160437325 28.407068395626748
a16p3_d3p57 run3 33.21976296296550225630 33.21875555555815 0.8415899745447425 74.01382243487507 25.986177565124933
a16p3_d3p57 run4 31.81653333333575939670 31.815496296298754 1.0791111918934884 67.16861545186319 32.83138454813682
a16p3_d3p57 run5 34.71460740740970553117 34.71063703703941 0.7096511997738276 76.85724916284262 23.142750837157386
a16p3_d3p57 run6 33.34420740740957160508 33.33840000000223 0.8165947279173732 73.1102955215648 26.8897044784352
a16p3_d3p57 run7 33.44965925926138146606 33.447259259261415 0.7458356520126136 74.46609575214093 25.53390424785907
a16p3_d3p57 run8 32.68752592592814357430 32.68560000000226 0.8775518470511989 69.49711992751278 30.50288007248722
a16p3_d3p57 run9 32.78299259259462628502 32.77084444444653 0.8570971099191418 74.80924257447084 25.190757425529164
a16p5_d3p44 run1 35.83786666666886829729 35.836325925928165 0.7459278852847 74.75480424208595 25.245195757914043
a16p5_d3p44 run10 36.20927407407599298772 36.208414814816756 0.6890539771776596 77.51515631810437 22.48484368189563
a16p5_d3p44 run11 35.48776296296536939644 35.48574814815059 0.7855556351651501 72.00955017856427 27.990449821435735
a16p5_d3p44 run12 35.01659259259493669477 35.014755555557926 0.783942345996451 73.81648396264718 26.18351603735282
a16p5_d3p44 run13 35.99662222222427025071 35.92598518518728 0.6309963099630996 72.59239979177512 27.40760020822488
a16p5_d3p44 run14 35.94903703703921863260 35.945244444446665 0.6933170995670995 71.16321802348806 28.836781976511944
a16p5_d3p44 run15 35.90408888889119292094 35.89194074074309 0.6450729324797043 72.45280747858533 27.547192521414672
a16p5_d3p44 run16 36.02420740740972257005 36.014370370372724 0.6683545990605324 72.6052836518301 27.39471634816989
