a13p7_d6p01 run1 Sn 2.93007 0.061643 2.16145 0.00210582 0.0120656 0.000180977
a13p7_d6p01 run10 Sn 2.89813 0.0792481 2.16023 0.00240698 0.0120303 0.000228852
a13p7_d6p01 run2 Sn 2.8441 0.0660633 2.14574 0.00180723 0.0110148 0.000173375
a13p7_d6p01 run3 Sn 2.89212 0.0688142 2.14834 0.00193603 0.0113168 0.000190558
a13p7_d6p01 run4 Sn 2.89513 0.0511054 2.15688 0.0019003 0.0111085 0.000173253
a13p7_d6p01 run5 Sn 2.92185 0.0640994 2.1583 0.00206674 0.0128034 0.000225898
a13p7_d6p01 run6 Sn 2.91577 0.0850611 2.16452 0.00210308 0.0136846 0.000253569
a13p7_d6p01 run7 Sn 2.90264 0.0672534 2.15627 0.00216063 0.0117156 0.00018532
a13p7_d6p01 run8 Sn 2.9224 0.0606578 2.15651 0.00193968 0.0118357 0.000194266
a13p7_d6p01 run9 Sn 2.87157 0.0578272 2.15393 0.00197047 0.0123734 0.000230232
a13p9_d5p75 run1 Sn 2.87148 0.0612224 2.14754 0.00168219 0.0104839 0.000166227
a13p9_d5p75 run10 Sn 2.84723 0.0595441 2.15462 0.00186091 0.0118197 0.000192505
a13p9_d5p75 run2 Sn 2.88112 0.0607844 2.15919 0.00191015 0.0119429 0.000201449
a13p9_d5p75 run3 Sn 2.86885 0.060877 2.15525 0.00193693 0.0120975 0.000181163
a13p9_d5p75 run4 Sn 2.84974 0.0516032 2.15146 0.00184847 0.0096391 0.000162047
a13p9_d5p75 run5 Sn 2.85893 0.0519292 2.15149 0.00175555 0.0109512 0.000159265
a13p9_d5p75 run6 Sn 2.90699 0.0488532 2.15149 0.00178102 0.00987289 0.000146522
a13p9_d5p75 run7 Sn 2.89875 0.0459105 2.15524 0.00162982 0.0107815 0.000151967
a13p9_d5p75 run8 Sn 2.83197 0.0395377 2.14865 0.00174831 0.00919783 0.000151592
a13p9_d5p75 run9 Sn 2.85518 0.0642013 2.15611 0.00198879 0.0115371 0.000193362
a14p1_d5p51 run1 Sn 2.87102 0.0611228 2.1577 0.00188579 0.0107083 0.000164584
a14p1_d5p51 run10 Sn 2.84201 0.048652 2.14912 0.00193684 0.00963442 0.000154654
a14p1_d5p51 run2 Sn 2.84767 0.0453992 2.15037 0.00174423 0.0100896 0.000153248
a14p1_d5p51 run3 Sn 2.88609 0.0619881 2.15584 0.00202336 0.00988254 0.00016733
a14p1_d5p51 run4 Sn 2.83301 0.041767 2.12299 0.014613 0.00912714 0.000159154
a14p1_d5p51 run5 Sn 2.8743 0.0502995 2.15663 0.0019355 0.0108032 0.000178399
a14p1_d5p51 run6 Sn 2.86648 0.0521062 2.15819 0.00179153 0.0104037 0.000164311
a14p1_d5p51 run7 Sn 2.85672 0.057775 2.15678 0.00177546 0.0106353 0.000170713
a14p1_d5p51 run8 Sn 2.84872 0.0690295 2.1503 0.00202107 0.0107256 0.000174711
a14p1_d5p51 run9 Sn 2.90458 0.0550647 2.15686 0.00168027 0.00978633 0.000143589
a14p3_d5p28 run1 Sn 2.83533 0.041874 2.14805 0.00165696 0.00919281 0.000141212
a14p3_d5p28 run10 Sn 2.81706 0.0483683 2.1509 0.00170869 0.0104566 0.000163175
a14p3_d5p28 run2 Sn 2.87015 0.0530557 2.14909 0.00166553 0.0097543 0.000146185
a14p3_d5p28 run3 Sn 2.87859 0.0452981 2.15511 0.00174978 0.00944112 0.000144726
a14p3_d5p28 run4 Sn 2.84613 0.0508729 2.15263 0.00168744 0.0103944 0.000154703
a14p3_d5p28 run5 Sn 2.86294 0.0578652 2.15669 0.00185364 0.0100029 0.000160371
a14p3_d5p28 run6 Sn 2.86464 0.0486209 2.15466 0.0019059 0.00900043 0.000147937
a14p3_d5p28 run7 Sn 2.84777 0.0552695 2.15577 0.00177524 0.0104775 0.000159087
a14p3_d5p28 run8 Sn 2.82981 0.0467753 2.15148 0.00169123 0.010292 0.00016228
a14p3_d5p28 run9 Sn 2.85725 0.0576481 2.16245 0.00175891 0.0116031 0.000189227
a14p5_d5p06 run1 Sn 2.83615 0.0420316 2.14977 0.00164929 0.00912294 0.00013188
a14p5_d5p06 run10 Sn 2.85748 0.0687482 2.15686 0.00189207 0.00954719 0.000149406
a14p5_d5p06 run11 Sn 2.81062 0.0434098 2.15211 0.00164197 0.00960236 0.000128531
a14p5_d5p06 run12 Sn 2.81672 0.0377837 2.14976 0.00164914 0.00884211 0.000132249
a14p5_d5p06 run13 Sn 2.80258 0.0551344 2.14924 0.00186015 0.010157 0.000173326
a14p5_d5p06 run14 Sn 2.83019 0.0426759 2.14975 0.00159006 0.00793745 0.00010476
a14p5_d5p06 run15 Sn 2.86164 0.0432077 2.15103 0.00158967 0.00807485 0.000116085
a14p5_d5p06 run16 Sn 2.80641 0.0561021 2.1473 0.00174497 0.00859728 0.000119135
a14p5_d5p06 run17 Sn 2.81628 0.0310251 2.15097 0.00146569 0.00736568 9.58434e-05
a14p5_d5p06 run18 Sn 2.84808 0.0484375 2.15679 0.00172076 0.00959782 0.000153169
a14p5_d5p06 run19 Sn 2.86681 0.0397637 2.15986 0.00236446 0.00903185 0.000133187
a14p5_d5p06 run2 Sn 2.84904 0.0518283 2.15047 0.00169576 0.00996865 0.000157136
a14p5_d5p06 run20 Sn 2.84414 0.0488731 2.15628 0.00163738 0.0101506 0.000152257
a14p5_d5p06 run3 Sn 2.87602 0.0495617 2.15627 0.00174027 0.00941698 0.000137443
a14p5_d5p06 run4 Sn 2.86315 0.0367284 2.15127 0.00156608 0.00827109 0.000117399
a14p5_d5p06 run5 Sn 2.89212 0.0439887 2.15979 0.00155938 0.0085623 0.000114766
a14p5_d5p06 run6 Sn 2.83606 0.0415757 2.15339 0.00160951 0.00945728 0.000139016
a14p5_d5p06 run7 Sn 2.86865 0.0654885 2.1581 0.00192491 0.0110435 0.000194838
a14p5_d5p06 run8 Sn 2.81474 0.0481579 2.15111 0.00180819 0.00945659 0.000150808
a14p5_d5p06 run9 Sn 2.82403 0.0376935 2.15117 0.00152347 0.00883461 0.000138988
a14p7_d4p86 run1 Sn 2.82824 0.038479 2.14978 0.00152923 0.00862144 0.000124118
a14p7_d4p86 run10 Sn 2.88732 0.0434829 2.15829 0.00161408 0.00899424 0.000132924
a14p7_d4p86 run11 Sn 2.78853 0.066865 2.14706 0.00174466 0.00977373 0.000151971
a14p7_d4p86 run12 Sn 2.82217 0.0401899 2.15464 0.00167021 0.00926221 0.000128252
a14p7_d4p86 run13 Sn 2.81222 0.0471382 2.1498 0.00182141 0.00784001 0.00011546
a14p7_d4p86 run14 Sn 2.83779 0.0351501 2.14989 0.00149081 0.00812253 0.000118277
a14p7_d4p86 run15 Sn 2.84515 0.0531974 2.15419 0.00186166 0.00960869 0.000162483
