0.0625		0
0.125		0
0.1875		0
0.25		0
0.3125		0
0.375		0
0.4375		0
0.5		0
0.5625		0
0.625		0
0.6875		0
0.75		0
0.8125		0
0.875		0
0.9375		0
1		0
1.0625		0
1.125		0
1.1875		0
1.25		0
1.3125		0
1.375		0
1.4375		0
1.5		0
1.5625		0
1.625		0
1.6875		0
1.75		0
1.8125		0
1.875		0
1.9375		0.0287
2		0.5185
2.0625		2.1823
2.125		3.8132
2.1875		3.4261
2.25		2.039
2.3125		1.1168
2.375		0.8602
2.4375		1.0494
2.5		1.255
2.5625		1.2398
2.625		1.0935
2.6875		0.8628
2.75		0.7632
2.8125		0.7204
2.875		0.7064
2.9375		0.7747
3		0.834
3.0625		0.8485
3.125		0.8618
3.1875		0.8676
3.25		0.8923
3.3125		0.8921
3.375		0.9021
3.4375		0.9633
3.5		0.9844
3.5625		1.069
3.625		1.1473
3.6875		1.1157
3.75		1.113
3.8125		1.0757
3.875		1.0804
3.9375		1.0858
4		1.0692
4.0625		1.0205
4.125		1.0188
4.1875		1.0013
4.25		0.9755
4.3125		0.9535
4.375		0.8827
4.4375		0.8867
4.5		0.9028
4.5625		0.9115
4.625		0.9374
4.6875		0.9597
4.75		0.9891
4.8125		1.0207
4.875		1.0237
4.9375		1.042
5		1.0191
5.0625		1.0429
5.125		1.0135
5.1875		1.0082
5.25		0.9928
5.3125		0.9674
5.375		0.954
5.4375		0.9561
5.5		0.9475
5.5625		0.9457
5.625		0.9623
5.6875		0.9747
5.75		0.97
5.8125		0.9813
5.875		0.9706
5.9375		1.0035
6		1.0057
6.0625		1.0046
6.125		1.0015
6.1875		1.0064
6.25		1.0187
6.3125		1.0038
6.375		0.993
6.4375		0.9832
6.5		0.9567
6.5625		0.9757
6.625		0.9754
6.6875		0.9777
6.75		0.9815
6.8125		0.9947
6.875		1.0002
6.9375		0.9974
7		1.002
7.0625		0.9991
7.125		0.998
7.1875		1.0014
7.25		0.9938
7.3125		1.0079
7.375		0.9957
7.4375		1.0062
7.5		1.0137
7.5625		1.0136
7.625		1.0238
7.6875		1.0172
7.75		1.0292
7.8125		1.0131
7.875		1.0126
7.9375		1.0034
8		1.0029
8.0625		1.0019
8.125		1.0066
8.1875		1.0207
8.25		1.0054
8.3125		0.9909
8.375		0.9917
8.4375		0.9937
8.5		0.9753
8.5625		0.985
8.625		0.9836
8.6875		0.9988
8.75		1.002
8.8125		0.9947
8.875		0.9819
8.9375		0.9985
9		0.9938
9.0625		0.9882
9.125		0.9826
9.1875		0.9836
9.25		0.9887
9.3125		0.9892
9.375		1.0033
9.4375		0.9895
9.5		0.994
9.5625		1.0187
9.625		1.0113
9.6875		0.9939
9.75		0.9858
9.8125		0.9968
9.875		1.0015
9.9375		1.0094
10		1.0129
10.0625		1.005
10.125		1.0021
10.1875		0.9952
10.25		1.01
10.3125		1.0089
10.375		1.0092
10.4375		1.0111
10.5		1.0015
10.5625		1.0068
10.625		1.0011
10.6875		1.009
10.75		1.0055
10.8125		1.001
10.875		1.0235
10.9375		1.0155
11		0.9996
11.0625		1.0028
11.125		0.9962
11.1875		1.0046
11.25		1.0041
11.3125		1.0031
11.375		0.9969
11.4375		0.9961
11.5		0.9982
11.5625		0.9967
11.625		0.9996
11.6875		0.9919
11.75		0.9892
11.8125		0.9924
11.875		0.9909
11.9375		0.9934
12		0.9845
12.0625		0.9821
12.125		0.9791
12.1875		0.9763
12.25		0.9715
12.3125		0.9822
12.375		0.9849
12.4375		0.9854
12.5		0.9865
12.5625		0.999
12.625		0.9899
12.6875		0.9894
12.75		0.9978
12.8125		1.0022
12.875		1.0067
12.9375		1.0085
13		1.0103
13.0625		1.0129
13.125		1.0079
13.1875		1.0043
13.25		0.9911
13.3125		1.0001
13.375		1.0115
13.4375		1.0078
13.5		1.0067
13.5625		0.9962
13.625		0.9877
13.6875		0.9946
13.75		0.9991
13.8125		1.0013
13.875		0.9895
13.9375		0.9879
14		0.9806
14.0625		0.9774
14.125		0.9799
14.1875		0.9791
14.25		0.9727
14.3125		0.9755
14.375		0.9746
14.4375		0.9811
14.5		0.9861
14.5625		0.9843
14.625		0.9837
14.6875		0.9863
14.75		0.9838
14.8125		0.9838
14.875		0.9823
14.9375		0.9796
15		0.9866
15.0625		0.9765
15.125		0.9761
15.1875		0.978
15.25		0.9848
15.3125		0.9851
15.375		0.9834
15.4375		0.9855
15.5		0.9828
15.5625		0.9834
15.625		0.9858
15.6875		0.9891
15.75		0.9812
15.8125		0.9804
15.875		0.9837
15.9375		0.9881
16		0.9761
