0.150000006 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.200000003 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.250000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.300000012 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.350000024 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.400000006 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.450000018 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.500000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.550000012 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.600000024 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.650000036 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.700000048 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.750000060 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.800000072 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.850000024 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.900000036 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.950000048 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.00000000 1.64199993E-02 2.57679168E-02 2.44991668E-02 2.85295825E-02 3.10516674E-02 3.48191671E-02 3.02979164E-02 2.99449991E-02 3.97658348E-02 3.81862484E-02
1.04999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.09999990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.14999998 1.25458336E-03 1.68541668E-03 1.69750000E-03 2.09833332E-03 2.41083326E-03 2.39749998E-03 2.39041657E-03 2.40833336E-03 2.61333329E-03 2.71208328E-03
1.20000005 6.37541665E-03 8.92958324E-03 9.38458368E-03 1.13795837E-02 1.34379165E-02 1.34595837E-02 1.35624995E-02 1.39295831E-02 1.46399997E-02 1.56337507E-02
1.25000000 6.70750020E-03 9.68750007E-03 1.04908338E-02 1.29912496E-02 1.53279165E-02 1.55704170E-02 1.62170827E-02 1.70595832E-02 1.75454170E-02 1.87983327E-02
1.29999995 7.07916683E-03 1.06945829E-02 1.19587500E-02 1.46500003E-02 1.75658334E-02 1.79283340E-02 1.90220829E-02 2.04662494E-02 2.07441673E-02 2.17224993E-02
1.35000002 7.68875005E-03 1.17233330E-02 1.34308329E-02 1.64820831E-02 1.99683327E-02 2.06745826E-02 2.19458342E-02 2.37170830E-02 2.37962492E-02 2.53125001E-02
1.39999998 8.63000005E-03 1.33508332E-02 1.50750000E-02 1.88149996E-02 2.27366667E-02 2.31474992E-02 2.50483342E-02 2.78949998E-02 2.73562502E-02 2.87766661E-02
1.45000005 9.80791636E-03 1.49499997E-02 1.70374997E-02 2.11120825E-02 2.55274996E-02 2.60683335E-02 2.83920839E-02 3.15829180E-02 3.10108326E-02 3.24295834E-02
1.50000000 1.09679168E-02 1.66449994E-02 1.90537497E-02 2.37783343E-02 2.81904172E-02 2.89445836E-02 3.17349993E-02 3.53183337E-02 3.44999991E-02 3.55316661E-02
1.54999995 1.21220835E-02 1.83833335E-02 2.10816674E-02 2.65804175E-02 3.08091659E-02 3.17225009E-02 3.47137488E-02 3.86637487E-02 3.79529148E-02 3.86904180E-02
1.60000002 1.40537499E-02 2.04054173E-02 2.33637504E-02 2.89583337E-02 3.35050002E-02 3.40975001E-02 3.73533331E-02 4.18662503E-02 4.11108322E-02 4.11200002E-02
