11	  0.650	1.0026	0.9981	0.9859	0.9715
11.0625	  0.826	0.9981	0.9881	0.9814	0.9679
11.125	  0.863	1	0.9856	0.9763	0.9692
11.1875	  0.775	1.0025	0.9846	0.9677	0.9689
11.25	  0.863	0.9938	0.9783	0.9683	0.9648
11.3125	  1.002	0.989	0.9709	0.9663	0.9673
11.375	  1.226	0.9817	0.9708	0.9686	0.968
11.4375	  1.484	0.9791	0.9728	0.9725	0.9734
11.5	  1.450	0.9816	0.9738	0.9708	0.9728
11.5625	  1.122	0.9831	0.9758	0.9711	0.9721
11.625	  0.831	0.982	0.9771	0.9713	0.9766
11.6875	  0.871	0.9828	0.9721	0.9725	0.9793
11.75	  0.981	0.9784	0.9684	0.9718	0.9846
11.8125	  1.129	0.9703	0.9702	0.9718	0.9789
11.875	  1.224	0.9704	0.9717	0.9625	0.9816
11.9375	  1.186	0.9752	0.9758	0.9664	0.9799
12	  1.037	0.9754	0.9778	0.9709	0.9774
12.0625	  0.855	0.9754	0.9746	0.9789	0.9794
12.125	  0.752	0.9628	0.9789	0.9809	0.9851
12.1875	  0.901	0.962	0.9818	0.9828	0.9858
12.25	  0.976	0.9666	0.9806	0.9857	0.9847
12.3125	  0.983	0.9703	0.976	0.9833	0.9846
12.375	  1.097	0.9682	0.9807	0.9835	0.9869
12.4375	  1.029	0.9696	0.9804	0.983	0.9849
12.5	  0.901	0.9739	0.989	0.9832	0.9805
12.5625	  0.959	0.979	0.9817	0.9854	0.9807
12.625	  0.874	0.9853	0.9823	0.9898	0.9811
12.6875	  0.730	0.9918	0.9791	0.9906	0.9823
12.75	  0.784	0.986	0.9803	0.9901	0.9793
12.8125	  0.842	0.986	0.98	0.9887	0.9778
12.875	  0.910	0.9877	0.9835	0.9871	0.9817
12.9375	  1.148	0.9829	0.9854	0.9854	0.9886
13	  1.415	0.987	0.9869	0.9879	0.989
13.0625	  1.416	0.9885	0.9855	0.9905	0.9922
13.125	  1.285	0.9891	0.9892	0.9878	0.9886
13.1875	  1.138	0.9961	0.9896	0.9901	0.9871
13.25	  0.994	0.997	0.984	0.9898	0.9944
13.3125	  0.770	1.0044	0.985	0.9907	0.9917
13.375	  0.630	0.9964	0.9918	0.9923	0.9919
13.4375	  0.692	0.9911	0.9987	0.9879	1.0046
13.5	  0.797	0.9887	0.9909	0.9882	1.0025
