a11p96_d8p40 4.12 2.63 29.27 68.09
a12p36_d7p61 3.59 1.27 25.46 73.26
a12p76_d6p92 3.13 .94 21.29 77.76
a12p96_d6p60 3.00 .66 19.77 79.56
a13p16_d6p30 2.83 .25 18.48 81.25
a13p36_d6p02 2.71 .41 18.10 81.48
a13p56_d5p76 2.62 .34 18.35 81.29
a13p76_d5p51 2.53 .45 16.62 82.92
a13p96_d5p28 2.47 .19 16.37 83.43
a14p36_d4p85 2.36 .21 14.96 84.82
a14p76_d4p47 2.26 .20 14.23 85.56
