a13p10_d6p61 run1 -890.5799249
a13p10_d6p61 run10 -889.24052
a13p10_d6p61 run2 -889.2804442
a13p10_d6p61 run3 -889.9402884
a13p10_d6p61 run4 -889.1014454
a13p10_d6p61 run5 -889.2487779
a13p10_d6p61 run6 -891.5332487
a13p10_d6p61 run7 -889.5550484
a13p10_d6p61 run8 -889.5671581
a13p10_d6p61 run9 -890.9056727
a13p5_d6p04 run1 -893.3781437
a13p5_d6p04 run10 -892.4690552
a13p5_d6p04 run2 -892.9210061
a13p5_d6p04 run3 -893.8194206
a13p5_d6p04 run4 -893.4389636
a13p5_d6p04 run5 -889.9080255
a13p5_d6p04 run6 -890.8173803
a13p5_d6p04 run7 -891.7037205
a13p5_d6p04 run8 -892.4707367
a13p5_d6p04 run9 -893.1870012
a13p9_d5p53 run1 -893.1346212
a13p9_d5p53 run10 -893.2602401
a13p9_d5p53 run11 -893.3999969
a13p9_d5p53 run12 -893.4311146
a13p9_d5p53 run13 -894.479832
a13p9_d5p53 run14 -893.4367966
a13p9_d5p53 run15 -892.9410984
a13p9_d5p53 run16 -893.6039319
a13p9_d5p53 run17 -893.9933119
a13p9_d5p53 run18 -894.3145976
a13p9_d5p53 run19 -893.088109
a13p9_d5p53 run2 -893.7144932
a13p9_d5p53 run20 -893.5567587
a13p9_d5p53 run3 -892.3030509
a13p9_d5p53 run4 -895.3220188
a13p9_d5p53 run5 -892.7117105
a13p9_d5p53 run6 -893.6616478
a13p9_d5p53 run7 -894.1538506
a13p9_d5p53 run8 -892.8759972
a13p9_d5p53 run9 -894.0455499
a14p1_d5p30 run1 -894.2036342
a14p1_d5p30 run10 -894.192718
a14p1_d5p30 run11 -893.1970933
a14p1_d5p30 run12 -892.6832868
a14p1_d5p30 run13 -894.8634209
a14p1_d5p30 run14 -894.0904788
a14p1_d5p30 run15 -894.9989284
a14p1_d5p30 run16 -892.3496502
a14p1_d5p30 run17 -893.7425767
a14p1_d5p30 run18 -892.2937609
a14p1_d5p30 run19 -893.1857461
a14p1_d5p30 run2 -893.3353664
a14p1_d5p30 run20 -893.4489043
a14p1_d5p30 run3 -894.3399732
a14p1_d5p30 run4 -894.7863019
a14p1_d5p30 run5 -891.9360956
a14p1_d5p30 run6 -893.9121453
a14p1_d5p30 run7 -893.4261204
a14p1_d5p30 run8 -894.3970319
a14p1_d5p30 run9 -893.8858747
a14p3_d5p08 run1 -893.6754879
a14p3_d5p08 run10 -893.1659643
a14p3_d5p08 run11 -893.4178723
a14p3_d5p08 run12 -893.5965511
a14p3_d5p08 run13 -893.7597599
a14p3_d5p08 run14 -892.6988058
a14p3_d5p08 run15 -893.2712485
a14p3_d5p08 run16 -895.1653823
a14p3_d5p08 run17 -892.5986636
a14p3_d5p08 run18 -894.257318
a14p3_d5p08 run19 -893.9198296
a14p3_d5p08 run2 -893.2013008
a14p3_d5p08 run20 -893.8791748
a14p3_d5p08 run3 -895.5073558
a14p3_d5p08 run4 -893.8230345
a14p3_d5p08 run5 -894.2236567
a14p3_d5p08 run6 -892.6881611
a14p3_d5p08 run7 -892.5628309
a14p3_d5p08 run8 -892.2933999
a14p3_d5p08 run9 -893.4159367
a14p5_d4p87 run1 -894.4205018
a14p5_d4p87 run10 -893.4341411
a14p5_d4p87 run11 -895.9760963
a14p5_d4p87 run12 -894.1164123
a14p5_d4p87 run13 -894.0184897
a14p5_d4p87 run14 -893.2218862
a14p5_d4p87 run15 -894.9043393
a14p5_d4p87 run16 -894.2328406
a14p5_d4p87 run17 -892.2667728
a14p5_d4p87 run18 -892.5941074
a14p5_d4p87 run19 -892.6335122
a14p5_d4p87 run2 -895.109047
a14p5_d4p87 run20 -894.4793186
a14p5_d4p87 run3 -893.2483074
a14p5_d4p87 run4 -893.679836
a14p5_d4p87 run5 -895.1745159
a14p5_d4p87 run6 -894.3372181
a14p5_d4p87 run7 -893.3163377
a14p5_d4p87 run8 -893.3979651
a14p5_d4p87 run9 -894.7352843
a14p7_d4p68 run1 -894.9048769
a14p7_d4p68 run10 -895.2257755
a14p7_d4p68 run11 -894.4032957
a14p7_d4p68 run12 -893.2315248
a14p7_d4p68 run13 -893.15553
a14p7_d4p68 run14 -893.2225061
a14p7_d4p68 run15 -895.7400444
a14p7_d4p68 run16 -894.4669528
a14p7_d4p68 run17 -894.2731971
a14p7_d4p68 run18 -894.2788117
a14p7_d4p68 run19 -894.7523633
a14p7_d4p68 run2 -892.7159214
a14p7_d4p68 run20 -893.9850969
a14p7_d4p68 run3 -893.9202692
a14p7_d4p68 run4 -893.1544939
a14p7_d4p68 run5 -894.2042808
a14p7_d4p68 run6 -895.9808804
a14p7_d4p68 run7 -894.2685807
a14p7_d4p68 run8 -892.9414136
a14p7_d4p68 run9 -894.3545312
a14p9_d4p49 run1 -891.6042119
a14p9_d4p49 run10 -893.6320754
a14p9_d4p49 run11 -894.1794772
a14p9_d4p49 run12 -894.344238
a14p9_d4p49 run13 -893.5048518
a14p9_d4p49 run14 -894.4821039
a14p9_d4p49 run15 -893.5654589
a14p9_d4p49 run16 -891.100018
a14p9_d4p49 run17 -894.3307696
a14p9_d4p49 run18 -893.5959042
a14p9_d4p49 run19 -893.6762342
a14p9_d4p49 run2 -894.2943834
a14p9_d4p49 run20 -895.2497293
a14p9_d4p49 run3 -893.2547109
a14p9_d4p49 run4 -895.6262609
a14p9_d4p49 run5 -892.615732
a14p9_d4p49 run6 -893.716866
a14p9_d4p49 run7 -893.9077532
