a13p7_d6p01 run1 -759.7032388
a13p7_d6p01 run10 -760.3289601
a13p7_d6p01 run2 -760.1514211
a13p7_d6p01 run3 -761.2002606
a13p7_d6p01 run4 -760.1448219
a13p7_d6p01 run5 -759.1759681
a13p7_d6p01 run6 -760.0002536
a13p7_d6p01 run7 -758.8977967
a13p7_d6p01 run8 -760.0006159
a13p7_d6p01 run9 -759.9191727
a13p9_d5p75 run1 -762.0454729
a13p9_d5p75 run10 -759.5708222
a13p9_d5p75 run2 -762.6719249
a13p9_d5p75 run3 -760.4037536
a13p9_d5p75 run4 -761.706829
a13p9_d5p75 run5 -760.0630556
a13p9_d5p75 run6 -761.3072461
a13p9_d5p75 run7 -762.5907006
a13p9_d5p75 run8 -761.0997884
a13p9_d5p75 run9 -760.4052078
a14p1_d5p51 run1 -762.6308502
a14p1_d5p51 run10 -761.328974
a14p1_d5p51 run2 -762.5993725
a14p1_d5p51 run3 -762.5666135
a14p1_d5p51 run4 -762.731123
a14p1_d5p51 run5 -762.0541016
a14p1_d5p51 run6 -763.6620271
a14p1_d5p51 run7 -763.5489986
a14p1_d5p51 run8 -762.6905766
a14p1_d5p51 run9 -762.6159376
a14p3_d5p28 run1 -763.262146
a14p3_d5p28 run10 -763.7943085
a14p3_d5p28 run2 -764.7310391
a14p3_d5p28 run3 -764.7114602
a14p3_d5p28 run4 -765.163895
a14p3_d5p28 run5 -764.1679438
a14p3_d5p28 run6 -764.2687039
a14p3_d5p28 run7 -762.5737088
a14p3_d5p28 run8 -764.3961489
a14p3_d5p28 run9 -764.0508869
a14p5_d5p06 run1 -765.3776935
a14p5_d5p06 run10 -765.5137825
a14p5_d5p06 run11 -764.1648212
a14p5_d5p06 run12 -764.2381056
a14p5_d5p06 run13 -764.1254905
a14p5_d5p06 run14 -762.8966954
a14p5_d5p06 run15 -765.4469198
a14p5_d5p06 run16 -763.7097042
a14p5_d5p06 run17 -765.4313663
a14p5_d5p06 run18 -765.2013933
a14p5_d5p06 run19 -765.7209971
a14p5_d5p06 run2 -765.3884941
a14p5_d5p06 run20 -764.4016856
a14p5_d5p06 run3 -766.7962469
a14p5_d5p06 run4 -763.8425579
a14p5_d5p06 run5 -765.7719854
a14p5_d5p06 run6 -763.7856567
a14p5_d5p06 run7 -765.1776045
a14p5_d5p06 run8 -763.8492601
a14p5_d5p06 run9 -766.1158118
a14p7_d4p86 run1 -765.5830734
a14p7_d4p86 run10 -766.8860528
a14p7_d4p86 run11 -764.5856299
a14p7_d4p86 run12 -763.2322346
a14p7_d4p86 run13 -763.7961463
a14p7_d4p86 run14 -765.1327951
a14p7_d4p86 run15 -764.7313209
a14p7_d4p86 run16 -764.6833621
a14p7_d4p86 run17 -764.3464369
a14p7_d4p86 run18 -765.351842
a14p7_d4p86 run19 -764.354253
a14p7_d4p86 run2 -763.1244972
a14p7_d4p86 run20 -766.4746629
a14p7_d4p86 run3 -763.9145806
a14p7_d4p86 run4 -762.9307058
a14p7_d4p86 run5 -765.7876417
a14p7_d4p86 run6 -764.6146044
a14p7_d4p86 run7 -764.8250334
a14p7_d4p86 run8 -763.6915779
a14p7_d4p86 run9 -765.2621705
a14p9_d4p67 run1 -765.0553365
a14p9_d4p67 run10 -766.3202063
a14p9_d4p67 run11 -766.5858545
a14p9_d4p67 run12 -766.6327111
a14p9_d4p67 run13 -764.5362277
a14p9_d4p67 run14 -765.278029
a14p9_d4p67 run15 -764.7914568
a14p9_d4p67 run16 -764.7339876
a14p9_d4p67 run17 -765.8624915
a14p9_d4p67 run18 -765.6578893
a14p9_d4p67 run19 -764.7031703
a14p9_d4p67 run2 -765.2732617
a14p9_d4p67 run20 -764.7716953
a14p9_d4p67 run3 -763.5399252
a14p9_d4p67 run4 -765.0284085
a14p9_d4p67 run5 -764.9950177
a14p9_d4p67 run6 -762.5343959
a14p9_d4p67 run7 -764.0081522
a14p9_d4p67 run8 -764.6033284
a14p9_d4p67 run9 -764.5309318
a15p1_d4p48 run1 -764.3476791
a15p1_d4p48 run10 -763.1155409
a15p1_d4p48 run11 -764.6408717
a15p1_d4p48 run12 -765.6757734
a15p1_d4p48 run13 -764.2148539
a15p1_d4p48 run14 -764.5676019
a15p1_d4p48 run15 -765.0099583
a15p1_d4p48 run16 -764.5395604
a15p1_d4p48 run17 -764.5859632
a15p1_d4p48 run18 -766.6021548
a15p1_d4p48 run19 -764.4239562
a15p1_d4p48 run2 -764.8601247
a15p1_d4p48 run20 -765.6766596
a15p1_d4p48 run3 -765.9437652
a15p1_d4p48 run4 -766.4524651
a15p1_d4p48 run5 -764.1545335
a15p1_d4p48 run6 -765.1171772
a15p1_d4p48 run7 -766.3567516
a15p1_d4p48 run8 -763.3381645
a15p1_d4p48 run9 -765.9805825
a15p3_d4p31 run1 -766.7460366
a15p3_d4p31 run10 -767.4366206
a15p3_d4p31 run11 -765.5398034
a15p3_d4p31 run12 -764.7846356
