1.04999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.09999990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.14999998 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.19999993 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.25000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.29999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.34999990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.39999998 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.44999993 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.50000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.54999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.59999990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.64999998 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.70000005 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.75000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.79999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.84999990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.89999998 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.95000005 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.04999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.10000014 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.14999986 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.20000005 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.25000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.29999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
2.35000014 0.00000000 0.00000000 0.00000000 0.00000000 7.24637687E-07 1.44927537E-06 0.00000000
2.39999986 0.00000000 0.00000000 1.44927537E-06 0.00000000 4.34782623E-06 7.24637687E-07 0.00000000
2.45000005 0.00000000 0.00000000 2.17391312E-06 0.00000000 2.17391312E-06 7.24637687E-07 0.00000000
2.50000000 0.00000000 0.00000000 7.24637687E-07 0.00000000 2.89855075E-06 0.00000000 1.44927537E-06
2.54999995 0.00000000 0.00000000 2.17391312E-06 0.00000000 2.89855075E-06 0.00000000 7.24637687E-07
2.60000014 0.00000000 0.00000000 0.00000000 0.00000000 5.79710149E-06 0.00000000 0.00000000
2.64999986 0.00000000 0.00000000 5.07246386E-06 0.00000000 5.07246386E-06 0.00000000 2.89855075E-06
2.70000005 0.00000000 0.00000000 1.44927537E-06 0.00000000 1.44927535E-05 7.24637687E-07 5.07246386E-06
2.75000000 0.00000000 0.00000000 2.17391312E-06 0.00000000 1.44927535E-05 7.24637687E-07 3.62318838E-06
2.79999995 0.00000000 7.24637687E-07 3.62318838E-06 4.34782623E-06 5.07246386E-06 9.42028964E-06 4.34782623E-06
2.85000014 0.00000000 0.00000000 2.17391312E-06 2.17391312E-06 2.02898555E-05 1.08695649E-05 1.15942030E-05
2.89999986 0.00000000 2.17391312E-06 2.89855075E-06 7.24637687E-07 2.10144935E-05 1.44927535E-05 1.08695649E-05
2.95000005 0.00000000 7.24637687E-07 6.52173912E-06 7.24637687E-07 1.73913049E-05 1.88405793E-05 3.40579718E-05
3.00000000 0.00000000 2.17391312E-06 9.42028964E-06 8.69565247E-06 2.46376803E-05 2.10144935E-05 5.79710140E-05
3.04999995 3.62318838E-06 2.89855075E-06 1.73913049E-05 1.08695649E-05 2.39130441E-05 2.68115946E-05 4.56521739E-05
3.09999990 1.44927537E-06 1.44927537E-06 1.95652174E-05 8.69565247E-06 5.79710140E-05 5.28985511E-05 6.88405780E-05
3.15000010 2.89855075E-06 1.44927537E-06 2.02898555E-05 1.59420288E-05 6.88405780E-05 1.01449274E-04 8.69565192E-05
3.20000005 3.62318838E-06 3.62318838E-06 2.39130441E-05 2.53623184E-05 1.02173915E-04 1.36956529E-04 1.65217396E-04
3.25000000 2.89855075E-06 1.30434782E-05 5.21739130E-05 4.85507262E-05 1.26811588E-04 1.76811591E-04 2.39130430E-04
3.29999995 4.34782623E-06 1.23188402E-05 4.71014500E-05 3.91304347E-05 1.62318844E-04 2.41304355E-04 3.57246376E-04
3.34999990 9.42028964E-06 1.44927535E-05 4.78260881E-05 7.39130410E-05 2.78260879E-04 3.34782613E-04 4.68115933E-04
3.40000010 1.66666669E-05 2.97101451E-05 5.43478272E-05 8.84057954E-05 3.31884046E-04 4.31159424E-04 6.27536210E-04
3.45000005 1.23188402E-05 3.62318824E-05 8.26086980E-05 1.23913051E-04 4.02173901E-04 5.69565222E-04 9.21014522E-04
