a11.71_d7p17186570533785 1.29 2.75 41.03 56.20
a11.91_d6p81659590743564 1.20 1.33 37.76 60.90
a12.11_d6p4844090688345 1.16 1.64 38.53 59.82
a12.31_d6p17346052013945 2.70 1.40 27.82 70.77
a12.51_d5p88207970148057 4.14 .58 28.01 71.40
a12.71_d5p6087512879319 .97 1.31 33.42 65.26
a12.91_d5p3520986176076 .94 .83 33.99 65.17
