a11.71_d7p17186570533785 2.90082 0.0514432 2.09257 0.00114538 0.0122146 0.000173838
a11.91_d6p81659590743564 2.81253 0.0427181 2.0923 0.00112288 0.0106986 0.000154136
a12.11_d6p4844090688345 2.77418 0.0412088 2.0955 0.00113169 0.0102163 0.000151313
a12.31_d6p17346052013945 2.69427 0.0447377 2.09451 0.00127662 0.0101624 0.000155491
a12.51_d5p88207970148057 2.64888 0.0383946 2.09283 0.00119223 0.00952226 0.000141131
a12.71_d5p6087512879319 2.58261 0.0381721 2.08608 0.00124726 0.0090809 0.000135364
a12.91_d5p3520986176076 2.53663 0.0403336 2.08158 0.00132145 0.00890621 0.000142348
