1.04999995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.09999990 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1.14999998 8.26666655E-05 4.66666688E-06 1.83333341E-05 6.66666665E-06 4.66666688E-06 1.86666675E-05 1.10000001E-05 9.33333376E-06 7.99999998E-06 1.53333331E-05 2.33333344E-06 1.28967040E-05 1.46666671E-05 7.00000010E-06 6.00000021E-06 3.99999999E-06 4.33333344E-06 1.10000001E-05 7.33333354E-06
1.19999993 4.01333324E-04 3.33333337E-05 1.04333332E-04 4.53333341E-05 2.23333336E-05 1.17000003E-04 6.26666661E-05 6.39999998E-05 4.30000000E-05 4.73333348E-05 8.66666687E-06 6.30892828E-05 8.90000010E-05 3.46666675E-05 5.63333342E-05 2.43333325E-05 2.66666666E-05 6.73333343E-05 5.16666660E-05
1.25000000 3.83333332E-04 3.66666682E-05 1.23000005E-04 3.83333318E-05 3.70000016E-05 1.12000002E-04 7.00000019E-05 4.99999987E-05 6.83333346E-05 7.46666701E-05 1.76666672E-05 6.86662388E-05 1.02999998E-04 3.50000009E-05 8.96666679E-05 3.16666665E-05 4.43333338E-05 9.13333351E-05 6.70000009E-05
1.29999995 3.60666658E-04 8.80000007E-05 1.35666662E-04 5.63333342E-05 4.09999993E-05 1.44333331E-04 8.29999990E-05 7.13333357E-05 7.66666635E-05 8.63333335E-05 2.83333338E-05 1.15024661E-04 1.06666666E-04 4.53333341E-05 1.01999998E-04 5.93333316E-05 6.33333329E-05 1.16000003E-04 1.13333335E-04
1.34999990 4.04666673E-04 7.59999966E-05 1.59333329E-04 6.76666677E-05 5.33333332E-05 1.95666667E-04 1.06000000E-04 8.60000000E-05 1.03666665E-04 1.17666670E-04 4.19999997E-05 1.32452638E-04 1.32000001E-04 7.63333301E-05 1.44000005E-04 8.19999987E-05 8.83333341E-05 1.37666662E-04 1.64333338E-04
1.39999998 4.30666667E-04 9.53333365E-05 2.30000005E-04 9.46666696E-05 7.96666645E-05 2.06333338E-04 1.31666660E-04 1.20333330E-04 1.28333340E-04 1.59999996E-04 6.03333319E-05 1.59291725E-04 1.99999995E-04 1.05666666E-04 1.78666669E-04 1.16666670E-04 1.20666664E-04 1.82333330E-04 2.10333339E-04
1.44999993 5.37333312E-04 1.55333328E-04 2.55666673E-04 1.27666674E-04 9.93333306E-05 2.73666665E-04 1.93000000E-04 1.72666667E-04 1.71000007E-04 1.86999998E-04 1.03333332E-04 2.22032453E-04 2.58666667E-04 1.53000001E-04 2.84666661E-04 1.60666663E-04 1.93999993E-04 2.50000012E-04 3.08999995E-04
1.50000000 6.47333334E-04 2.01999996E-04 3.37333331E-04 1.87666665E-04 1.35333335E-04 3.50999995E-04 2.36666659E-04 2.61999987E-04 2.50999990E-04 2.70333345E-04 1.67666672E-04 3.17189202E-04 3.72666662E-04 2.10666665E-04 3.50333343E-04 2.61000008E-04 2.79666652E-04 3.32666677E-04 4.01333324E-04
1.54999995 7.44000019E-04 2.66666670E-04 4.23333346E-04 2.35333340E-04 1.85333338E-04 4.76333342E-04 3.11999989E-04 3.38000013E-04 3.18666658E-04 3.72333336E-04 2.41000002E-04 4.13391652E-04 5.32999984E-04 3.24666675E-04 4.51333326E-04 3.76333337E-04 3.64666659E-04 4.41666663E-04 5.45333314E-04
1.59999990 9.58000019E-04 4.17333329E-04 5.37333312E-04 3.71333328E-04 2.91333330E-04 6.53000025E-04 4.46999999E-04 4.06666659E-04 3.99333338E-04 4.89666651E-04 4.17333329E-04 6.03705179E-04 7.47999991E-04 4.33666661E-04 6.77999982E-04 5.77999977E-04 5.48333337E-04 5.84000023E-04 7.86666642E-04
1.64999998 1.24866667E-03 5.34666644E-04 7.34333356E-04 5.09666686E-04 4.24333324E-04 8.44999973E-04 6.23666681E-04 5.73666650E-04 5.76000020E-04 7.13333313E-04 5.90000011E-04 8.24691961E-04 1.09100004E-03 6.78666693E-04 9.03333304E-04 8.46666691E-04 8.42666661E-04 8.29000026E-04 1.11600000E-03
1.70000005 1.56200002E-03 7.23999983E-04 1.02233328E-03 7.76666682E-04 6.74333307E-04 1.18833338E-03 8.68333329E-04 7.93999992E-04 7.67333317E-04 9.46999993E-04 8.76666687E-04 1.19939353E-03 1.45533332E-03 1.03166664E-03 1.30600005E-03 1.21066661E-03 1.28833333E-03 1.21966668E-03 1.51566672E-03
1.75000000 2.15933332E-03 1.10133330E-03 1.55233336E-03 1.16433331E-03 9.94333299E-04 1.69399998E-03 1.31500000E-03 1.17733330E-03 1.11833331E-03 1.47133332E-03 1.35699997E-03 1.77765382E-03 2.17233342E-03 1.50400004E-03 1.81866670E-03 1.89166667E-03 1.83066668E-03 1.88000000E-03 2.21466669E-03
1.79999995 2.94333324E-03 1.84000004E-03 2.24233326E-03 1.78033335E-03 1.51166669E-03 2.48066662E-03 2.09633331E-03 1.83299999E-03 1.63499999E-03 2.16033333E-03 2.09499989E-03 2.49847514E-03 3.29433335E-03 2.31299992E-03 2.73500010E-03 2.98999995E-03 2.89333332E-03 2.69900006E-03 3.27066658E-03
1.84999990 4.04933328E-03 2.82666669E-03 3.38666677E-03 2.81500001E-03 2.48566666E-03 3.73966666E-03 3.28100007E-03 2.93133338E-03 2.63033342E-03 3.31533328E-03 3.33566661E-03 3.83694377E-03 4.89733322E-03 3.59299988E-03 4.20999993E-03 4.70566656E-03 4.54433355E-03 4.34933323E-03 4.96899989E-03
1.89999998 6.52599987E-03 4.63533355E-03 5.42266667E-03 4.88900021E-03 4.43866663E-03 6.07766677E-03 5.60933352E-03 4.98666661E-03 4.48166672E-03 5.58699993E-03 5.90999983E-03 5.98860206E-03 7.78166670E-03 5.84700005E-03 6.76033320E-03 7.85399973E-03 7.66633311E-03 7.43799983E-03 7.74300005E-03
1.95000005 1.16326669E-02 9.09066666E-03 1.03336666E-02 9.94833373E-03 9.14333295E-03 1.11480001E-02 1.09983329E-02 9.60166659E-03 8.68166704E-03 1.04109999E-02 1.17343329E-02 1.08945780E-02 1.36716664E-02 1.05873337E-02 1.22153331E-02 1.48379998E-02 1.44323334E-02 1.42040001E-02 1.33563336E-02
2.00000000 4.29533347E-02 3.89586650E-02 3.97516675E-02 4.25223336E-02 3.75833325E-02 4.23093326E-02 4.74409983E-02 4.04293351E-02 3.61290015E-02 4.24060002E-02 5.08573316E-02 3.96305285E-02 4.92179990E-02 3.76066677E-02 4.51139994E-02 5.32989986E-02 5.60830012E-02 5.80863319E-02 5.08790016E-02
2.04999995 1.51133328E-03 8.27333308E-04 9.81666613E-04 8.98666680E-04 8.55333346E-04 8.84333334E-04 8.24333343E-04 9.91666690E-04 9.75666684E-04 9.19000013E-04 8.70666641E-04 9.24031425E-04 9.82333324E-04 1.03933329E-03 9.01666644E-04 1.12833339E-03 1.09133334E-03 9.31333343E-04 1.21533335E-03
