  0.150000006       0.00000000    
  0.200000003       0.00000000    
  0.250000000       0.00000000    
  0.300000012       0.00000000    
  0.350000024       0.00000000    
  0.400000006       0.00000000    
  0.450000018       0.00000000    
  0.500000000       0.00000000    
  0.550000012       0.00000000    
  0.600000024       0.00000000    
  0.650000036       0.00000000    
  0.700000048       0.00000000    
  0.750000060       0.00000000    
  0.800000072       0.00000000    
  0.850000024       0.00000000    
  0.900000036       0.00000000    
  0.950000048       0.00000000    
   1.00000000       7.88888894E-04
   1.04999995       0.00000000    
   1.09999990       0.00000000    
   1.14999998       1.11111112E-04
   1.20000005       8.24999996E-04
   1.25000000       1.63333339E-03
   1.29999995       2.23611109E-03
   1.35000002       3.29166674E-03
   1.39999998       4.58333315E-03
   1.45000005       6.17222209E-03
   1.50000000       8.36944487E-03
   1.54999995       1.09194443E-02
   1.60000002       1.41277779E-02
   1.64999998       1.85944438E-02
   1.70000005       2.35416666E-02
   1.75000000       2.88333334E-02
   1.79999995       3.59916650E-02
   1.85000002       4.46138903E-02
   1.89999998       5.72361127E-02
   1.95000005       7.78861120E-02
   2.00000000      0.217108339    
   2.04999995       1.23055559E-03
   2.09999990       1.67499995E-03
   2.14999986       3.36111104E-03
   2.19999981       5.42500010E-03
   2.25000000       6.02222234E-03
   2.29999995       6.19444437E-03
   2.34999990       6.93055568E-03
   2.39999986       7.50555564E-03
   2.44999981       8.63888860E-03
   2.50000000       1.01333335E-02
   2.54999995       1.12250000E-02
   2.59999990       1.34916669E-02
   2.64999986       1.58833340E-02
   2.69999981       1.95277780E-02
   2.75000000       2.36833338E-02
   2.79999995       3.03750001E-02
   2.84999990       3.83861102E-02
   2.89999986       5.28111123E-02
   2.94999981       7.32972249E-02
   3.00000000      0.107338890    
   3.04999995       0.00000000    
   3.09999990       0.00000000    
   3.14999986       0.00000000    
   3.19999981       0.00000000    
   3.25000000       0.00000000    
   3.29999995       0.00000000    
   3.34999990       0.00000000    
   3.39999986       0.00000000    
   3.44999981       0.00000000    
   3.50000000       0.00000000    
   3.54999995       0.00000000    
   3.59999990       0.00000000    
   3.64999986       0.00000000    
   3.69999981       0.00000000    
   3.75000000       0.00000000    
   3.79999995       0.00000000    
   3.84999990       0.00000000    
   3.89999986       0.00000000    
   3.94999981       0.00000000    
   4.00000000       0.00000000    
   4.05000019       0.00000000    
   4.10000038       0.00000000    
   4.15000010       0.00000000    
   4.20000029       0.00000000    
   4.25000000       0.00000000    
   4.30000019       0.00000000    
   4.35000038       0.00000000    
   4.40000010       0.00000000    
   4.45000029       0.00000000    
   4.50000000       0.00000000    
   4.55000019       0.00000000    
   4.60000038       0.00000000    
   4.65000010       0.00000000    
   4.70000029       0.00000000    
   4.75000000       0.00000000    
   4.80000019       0.00000000    
   4.85000038       0.00000000    
   4.90000010       0.00000000    
   4.95000029       0.00000000    
   5.00000000       0.00000000    
   5.05000019       0.00000000    
   5.10000038       0.00000000    
   5.15000010       0.00000000    
   5.20000029       0.00000000    
   5.25000000       0.00000000    
   5.30000019       0.00000000    
   5.35000038       0.00000000    
   5.40000010       0.00000000    
   5.45000029       0.00000000    
   5.50000000       0.00000000    
   5.55000019       0.00000000    
   5.60000038       0.00000000    
   5.65000010       0.00000000    
   5.70000029       0.00000000    
   5.75000000       0.00000000    
   5.80000019       0.00000000    
   5.85000038       0.00000000    
   5.90000010       0.00000000    
   5.95000029       0.00000000    
   6.00000000       0.00000000    
   6.05000019       0.00000000    
   6.10000038       0.00000000    
   6.15000010       0.00000000    
