   1.04999995       0.00000000    
   1.09999990       0.00000000    
   1.14999998       0.00000000    
   1.19999993       0.00000000    
   1.25000000       0.00000000    
   1.29999995       0.00000000    
   1.34999990       0.00000000    
   1.39999998       0.00000000    
   1.44999993       0.00000000    
   1.50000000       0.00000000    
   1.54999995       0.00000000    
   1.59999990       0.00000000    
   1.64999998       0.00000000    
   1.70000005       0.00000000    
   1.75000000       0.00000000    
   1.79999995       0.00000000    
   1.84999990       0.00000000    
   1.89999998       0.00000000    
   1.95000005       0.00000000    
   2.00000000       0.00000000    
   2.04999995       0.00000000    
   2.10000014       0.00000000    
   2.14999986       0.00000000    
   2.20000005       0.00000000    
   2.25000000       0.00000000    
   2.29999995       0.00000000    
   2.35000014       0.00000000    
   2.39999986       0.00000000    
   2.45000005       0.00000000    
   2.50000000       0.00000000    
   2.54999995       1.38888890E-05
   2.60000014       6.94444452E-06
   2.64999986       0.00000000    
   2.70000005       0.00000000    
   2.75000000       1.38888890E-05
   2.79999995       6.94444452E-06
   2.85000014       6.94444452E-06
   2.89999986       2.08333331E-05
   2.95000005       2.77777781E-05
   3.00000000       2.08333331E-05
   3.04999995       2.08333331E-05
   3.09999990       1.38888890E-05
   3.15000010       6.94444452E-06
   3.20000005       2.08333331E-05
   3.25000000       2.77777781E-05
   3.29999995       5.55555562E-05
   3.34999990       7.63888893E-05
   3.40000010       8.33333324E-05
   3.45000005       7.63888893E-05
   3.50000000       1.04166669E-04
   3.54999995       9.02777756E-05
   3.59999990       1.11111112E-04
   3.65000010       2.22222225E-04
   3.70000005       2.84722220E-04
   3.75000000       3.81944439E-04
   3.79999995       4.09722212E-04
   3.84999990       5.55555569E-04
   3.90000010       5.83333313E-04
   3.95000005       7.77777750E-04
   4.00000000       1.10416661E-03
   4.05000019       1.25694450E-03
   4.10000038       1.40277774E-03
   4.15000057       1.94444449E-03
   4.20000029       2.27083336E-03
   4.25000000       2.65277782E-03
   4.30000019       2.99305562E-03
   4.35000038       3.93055566E-03
   4.40000057       5.39583340E-03
   4.45000029       6.94444450E-03
   4.50000000       7.90972263E-03
   4.55000019       9.36805550E-03
   4.60000038       1.10069448E-02
   4.65000057       1.16250003E-02
   4.70000029       1.45069445E-02
   4.75000000       1.61736105E-02
   4.80000019       1.85138881E-02
   4.85000038       2.13541668E-02
   4.90000057       2.20277775E-02
   4.95000029       2.32916661E-02
   5.00000000       2.21250001E-02
   5.05000019       2.11527776E-02
   5.10000038       2.36944444E-02
   5.15000010       2.54791658E-02
   5.20000029       2.85902787E-02
   5.25000048       2.98958328E-02
   5.30000019       3.15416679E-02
   5.35000038       3.38958316E-02
   5.40000010       3.75347212E-02
   5.45000029       3.84513885E-02
   5.50000048       4.05069441E-02
   5.55000019       4.16388884E-02
   5.60000038       4.37569432E-02
   5.65000010       4.60902788E-02
   5.70000029       4.63958345E-02
   5.75000048       4.82777767E-02
   5.80000019       4.46111113E-02
   5.85000038       4.10000011E-02
   5.90000010       3.27569433E-02
   5.95000029       2.21388880E-02
   6.00000048       1.15069449E-02
   6.05000019       6.60416670E-03
   6.10000038       7.39583327E-03
   6.15000010       7.33333314E-03
   6.20000029       8.04861076E-03
   6.25000048       7.90972263E-03
   6.30000019       7.76388869E-03
   6.35000038       7.56944437E-03
   6.40000010       6.97222212E-03
   6.45000029       6.74305577E-03
   6.50000048       6.60416670E-03
   6.55000019       6.07638899E-03
   6.60000038       5.27083315E-03
   6.65000010       4.15277760E-03
   6.70000029       4.08333354E-03
   6.75000048       2.54861102E-03
   6.80000019       1.99305546E-03
   6.85000038       1.25694450E-03
   6.90000010       5.90277778E-04
   6.95000029       2.77777785E-04
   7.00000048       6.94444461E-05
   7.05000019       0.00000000    
