a12p30_d7p55 3.75 1.18 25.09 73.71
a12p70_d6p86 3.38 .64 20.38 78.97
a13p1_d6p25 3.01 .86 20.19 78.93
a13p5_d5p71 2.76 .42 18.83 80.73
a13p9_d5p23 2.59 .25 17.65 82.09
a14p3_d4p81 2.45 .21 19.25 80.52
a14p7_d4p42 2.34 .23 17.55 82.20
a15p1_d4p08 2.29 .21 15.91 83.87
a15p5_d3p77 2.29 .23 15.54 84.22
a15p9_d3p50 2.24 .27 16.21 83.50

