  -24.3156013       48.4838486               1           1   9.28792655E-02   5.15995873E-03
  -24.2825584       33.2350082               1           2  0.101956740       5.14933048E-03
  -24.2386074       64.7204590               1           3   6.65301904E-02   4.09416622E-03
  -24.1448956       26.6508942               1           4   6.03889450E-02   3.07062431E-03
  -24.1367474       44.4418907               1           5   8.62423033E-02   4.10677632E-03
  -24.1247768       57.3201065               1           6   4.38328236E-02   3.05810408E-03
  -24.1142597       87.5463104               1           7   7.36196265E-02   4.08997992E-03
  -24.0953541       72.1176682               1           8   5.81632629E-02   3.06122447E-03
  -24.0929966       88.7774429               1           9   3.76398787E-02   3.05188214E-03
  -24.0717449       57.2746429               1          10   2.84263957E-02   3.04568536E-03
  -24.0604973       70.9474564               1          11   5.30612245E-02   3.06122447E-03
  -24.0157127       82.0072479               1          12   1.82186235E-02   2.02429155E-03
  -24.0102348       23.3141651               1          13   4.06917594E-02   3.05188214E-03
  -24.0025444       94.2336960               1          14   5.80448061E-02   5.09164948E-03
  -23.9993343       23.1688213               1          15   6.02655783E-02   4.08580201E-03
  -23.9921989       110.679466               1          16   8.08080845E-03   0.00000000    
  -23.9888840       37.2050209               1          17   7.88934380E-02   4.09836089E-03
  -23.9785137       69.1681900               1          18   3.02724517E-03   1.00908184E-03
  -23.9741573       61.4004326               1          19   9.09090880E-03   0.00000000    
  -23.9674034       71.7689438               1          20   7.07785645E-03   1.01112237E-03
  -23.9540100       54.3354912               1          21   7.56646246E-02   5.11247478E-03
  -23.9496918       85.0118027               1          22   2.63424534E-02   3.03951371E-03
  -23.9430790       69.7972260               1          23   3.02724517E-03   1.00908184E-03
  -23.9268208       22.1386509               1          24   7.70020559E-02   4.10677632E-03
  -23.9257660       19.7167854               1          25   7.58974329E-02   4.10256442E-03
  -23.9155140       28.8240891               1          26   7.49486685E-02   4.10677632E-03
  -23.9100323       21.6926651               1          27   5.91233410E-02   4.07747226E-03
  -23.9013100       22.6497040               1          28   1.82370823E-02   3.03951371E-03
  -23.8976727       34.4340057               1          29   1.31578958E-02   0.00000000    
  -23.8939323       26.8464622               1          30   1.41557129E-02   3.03336699E-03
  -23.8930168       25.8216095               1          31   2.73556244E-02   2.02634255E-03
  -23.8917484       61.4971313               1          32   1.11111114E-02   1.01010106E-03
  -23.8880348       52.2243347               1          33   2.22672075E-02   2.02429155E-03
  -23.8791962       24.7512035               1          34   3.55691053E-02   3.04878037E-03
  -23.8767986       12.8362350               1          35   7.48717934E-02   4.10256442E-03
  -23.8680344       13.1793499               1          36   4.47609350E-02   3.05188214E-03
  -23.8669739       17.6141701               1          37   4.78128158E-02   4.06917604E-03
  -23.8637924       53.8360023               1          38   3.96341458E-02   3.04878037E-03
  -23.8622284       17.2452774               1          39   3.76016237E-02   3.04878037E-03
  -23.8619137       58.5299873               1          40   7.07070716E-03   0.00000000    
  -23.8573570       15.1907349               1          41   4.78615053E-02   3.05498997E-03
  -23.8498669       28.3643208               1          42   3.65853645E-02   3.04878037E-03
  -23.8448620       28.8213863               1          43   1.82186235E-02   1.01214577E-03
  -23.8429661       25.0216885               1          44   3.04259621E-02   3.04259639E-03
  -23.8396225       66.3987427               1          45   4.16666679E-02   3.04878037E-03
  -23.8360271       48.2033081               1          46   1.01112230E-02   0.00000000    
  -23.8352032       36.6006279               1          47   3.35365832E-02   3.04878037E-03
  -23.8327866       24.1567211               1          48   2.63424534E-02   3.03951371E-03
  -23.8277512       58.8591385               1          49   4.26829234E-02   3.04878037E-03
  -23.8163528       40.7681770               1          50   7.37704858E-02   5.12295077E-03
  -23.8096428       10.2341928               1          51   4.27698568E-02   3.05498997E-03
  -23.8063526       24.5847664               1          52   1.51668349E-02   0.00000000    
  -23.8027420       23.9159222               1          53   2.84263957E-02   2.03045690E-03
  -23.8011246       59.3356400               1          54   1.21212117E-02   1.01010106E-03
  -23.7996941       18.2179527               1          55   2.12550610E-02   3.03643732E-03
  -23.7890072       61.8298988               1          56   6.05449034E-03   1.00908184E-03
  -23.7873459       67.4255295               1          57   7.06357230E-03   0.00000000    
  -23.7793999       24.1534576               1          58   3.14401612E-02   3.04259639E-03
  -23.7772808       20.4867287               1          59   3.14720795E-02   3.04568536E-03
